"V1","V2","V3","V4"
0.00861205999986112,-0.0110519255203211,-0.0257271776243979,-0.0118356898388753
-0.00467355460095823,-0.00304980477950586,-0.0221343208705018,-0.00668085034654494
-0.0206279760901489,-0.00950369015244097,-0.0241917401881843,-0.010889152091916
-0.0254276606557905,-0.00585077438242303,-0.0238957354532464,-0.00832049179698177
-0.00953225217651519,-0.00401153561288039,-0.0219736309485311,-0.00622111865518953
-0.00356747404004887,-0.00671974574532219,-0.022291642857178,-0.0116440304236579
0.00326161539608993,-0.00241173492351777,-0.0239756494830016,-0.00603061586123904
-0.00373503697183326,-0.00305884608068095,-0.0235753601646537,-0.00581634470405624
-0.00667183947309959,-0.00942152172201543,-0.0252687560968783,-0.0109579682020855
-0.0141384318666852,-0.00255043565901159,-0.0209195973042011,-0.00442153196899027
0.149231769580873,-0.00496265364545507,-0.0136756992598054,0.0011498595754985
0.000524295320965045,-0.00279847162182423,-0.0191438604359025,-0.0040673092450566
-0.00699114917529662,-0.0030331819830511,-0.0194786996637798,-0.00290555174985944
-0.0161727139510953,-0.0114318018281115,-0.0241358707144228,-0.0115675632950452
0.00929969215454373,-0.00615674081501686,-0.0179023898703497,-0.00331319584115665
0.0352125733616267,-0.00676843545293076,-0.0197726311050884,-0.00578792229037387
0.00117980365776243,-0.00544811805680351,-0.0210116179954604,-0.0041249467319165
-0.00411745607672308,-0.00196299779324461,-0.0184462816727588,-0.000998680357526482
-0.0182192103255994,-0.00491456796179089,-0.0239742139408686,-0.00629590410186119
-0.0100309570681479,-0.00434741289574123,-0.0226196496762321,-0.00502890154761544
-0.0252653067992011,-0.00587256694470262,-0.0240718317702351,-0.00899443748821489
-0.000813852857386325,-0.00855591085458171,-0.0237956843616067,-0.0100565079491667
-0.00337750726059931,-0.00320264327901164,-0.0235826642737464,-0.00600384785998424
0,0,0,0
-0.0175284810994246,-0.0083683646096233,-0.0262458456456595,-0.00931436394685756
-0.00947908480176634,-0.00694057733945521,-0.0228266880120903,-0.0067184316801871
0.00204113160815958,-0.00865717991225273,-0.0238778043925312,-0.00837181156405259
-0.0162005232307719,-0.00621799498823789,-0.0213130882473424,-0.00613844648806511
-0.00686445212709354,-0.00563616130360536,-0.0249328988977092,-0.00721458255539207
-0.00248113493146988,-0.00273818676716161,-0.0226054016868206,-0.00498437947192904
-0.00559632992295606,-0.00280004117274564,-0.0256425606724273,-0.00781168828528266
-0.00509161737766191,-0.0103177753896075,-0.0274386070262069,-0.0130680185942198
-0.0205424177542788,-0.00687136596929434,-0.02165910838134,-0.00603944064464345
-0.00284265722016774,-0.00763694442851192,-0.0233590034439175,-0.00777526689421062
-0.00821404790529896,-0.00333104724671016,-0.0223530360229534,-0.00612126929858583
-0.0260339975705425,-0.00724757750399428,-0.0254616215634499,-0.0101216135234526
0.00735529660969083,-0.00657380267631043,-0.0199589830967682,-0.00600059705036437
-0.0155250742398294,-0.00526844917865207,-0.0213528739378991,-0.00440910395899297
-0.0126910556798942,-0.00242288902540765,-0.0238035193043223,-0.0101659086978318
-0.0120054390037473,-0.00559621329850011,-0.0207192075150223,-0.00651486963477903
-0.000443743334274787,-0.00444048783873838,-0.0246520992333162,-0.00986309557880044
-0.00149731362798169,-0.00392907290687366,-0.0219811657455002,-0.00493589770344552
-0.00111141094064844,-0.00302963821233955,-0.0211957923163609,-0.00440023719005755
